property_type,state,region,lat,lon,area_m2,price_usd
apartment,Rio Grande do Sul,South,-30.030441,-51.227158,87,56537.334
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,87,199625.534
apartment,Rio Grande do Sul,South,-30.055731,-51.221252,90,181727.16000000003
apartment,Rio Grande do Sul,South,-30.093275,-51.202991,64,60575.72
apartment,Rio Grande do Sul,South,-29.33342181,-49.72447091,124,137741.618
apartment,Rio Grande do Sul,South,-30.063021,-51.190102,87,79758.03000000001
apartment,Rio Grande do Sul,South,-29.99527,-51.116348,146,129026.28400000001
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,67,133266.584
apartment,Rio Grande do Sul,South,-30.035479,-51.201538,71,80767.62400000001
house,Rio Grande do Sul,South,-30.090792,-51.223923,119,66027.534
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,73,76729.24399999999
apartment,Rio Grande do Sul,South,-30.055332,-51.147655,80,94901.962
house,Rio Grande do Sul,South,-30.161753,-51.161156,179,123767.83000000002
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,60,80767.62400000001
apartment,Rio Grande do Sul,South,-30.028139,-51.217567,74,129228.198
house,Rio Grande do Sul,South,-29.6846161,-53.8334393,116,90863.576
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,56,103073.65000000001
apartment,Rio Grande do Sul,South,-30.039682,-51.219501,71,73861.444
apartment,Rio Grande do Sul,South,-30.070068,-51.192532,63,70867.062
apartment,Rio Grande do Sul,South,-30.033369,-51.159775,74,86825.196
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,102,125189.818
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,77,102807.148
house,Rio Grande do Sul,South,-30.1496646,-51.2215859,65,50479.76
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,76,64614.098
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,79,104803.402
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,105,161333.33400000003
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,60,48460.574
apartment,Rio Grande do Sul,South,-30.020176,-51.13163,115,66633.292
apartment,Rio Grande do Sul,South,-30.104361,-51.252487,64,105801.53000000001
house,Rio Grande do Sul,South,-30.140226,-51.211555,198,109794.042
apartment,Rio Grande do Sul,South,-30.014988,-51.187004,99,70671.672
apartment,Rio Grande do Sul,South,-29.6950471,-53.8105419,121,125764.08200000001
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,64,151041.116
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,80,100611.26400000001
apartment,Rio Grande do Sul,South,-30.056608,-51.167461,59,85815.604
apartment,Rio Grande do Sul,South,-29.663378,-49.998238,74,87835.232
apartment,Rio Grande do Sul,South,-30.0380078,-51.1991348,113,157496.86800000002
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,145,90863.576
house,Rio Grande do Sul,South,-30.094461,-51.221725,188,127760.342
apartment,Rio Grande do Sul,South,-30.032385,-51.191769,130,240948.02200000003
apartment,Rio Grande do Sul,South,-30.055332,-51.147655,62,79750.398
apartment,Rio Grande do Sul,South,-29.78652226,-51.14350319,57,57546.932
apartment,Rio Grande do Sul,South,-30.036743,-51.209606,118,99812.766
house,Rio Grande do Sul,South,-30.014015,-51.175533,250,223580.598
apartment,Rio Grande do Sul,South,-30.032318,-51.179379,115,107017.1
apartment,Rio Grande do Sul,South,-30.016756,-51.207436,58,97164.87
apartment,Rio Grande do Sul,South,-30.017746,-51.144165,69,62744.326
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,65,57950.76800000001
house,Rio Grande do Sul,South,-30.161753,-51.161156,159,115690.988
apartment,Rio Grande do Sul,South,-30.051292,-51.225452,119,121151.44
house,Rio Grande do Sul,South,-30.160891,-51.190681,129,90863.576
apartment,Rio Grande do Sul,South,-30.027777,-51.162804,99,143730.382
apartment,Rio Grande do Sul,South,-30.039728,-51.18372,159,169681.706
house,Rio Grande do Sul,South,-30.161716,-51.202991,62,71865.19
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,104,163692.934
apartment,Rio Grande do Sul,South,-29.76093135,-51.14285946,86,107017.1
apartment,Rio Grande do Sul,South,-29.6980565,-53.8087329,76,78546.516
apartment,Rio Grande do Sul,South,-30.106045,-51.23962,69,72690.864
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,90,131247.392
house,Rio Grande do Sul,South,-30.048243,-51.205936,174,187784.73200000002
house,Rio Grande do Sul,South,-30.090792,-51.223923,75,96315.392
apartment,Rio Grande do Sul,South,-30.104843,-51.248154,53,54518.146
apartment,Rio Grande do Sul,South,-30.011415,-51.185783,200,333166.46200000006
apartment,Rio Grande do Sul,South,-29.6864839,-53.8092779,175,169681.706
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,70,135285.772
apartment,Rio Grande do Sul,South,-30.041273,-51.204395,84,60575.72
house,Rio Grande do Sul,South,-29.196629,-51.233566,150,74859.572
apartment,Rio Grande do Sul,South,-29.99622,-51.135017,62,96113.47600000001
apartment,Rio Grande do Sul,South,-30.023874,-51.133713,74,68652.478
apartment,Rio Grande do Sul,South,-30.03689,-51.199066,135,292782.648
apartment,Rio Grande do Sul,South,-30.046982,-51.206821,67,115782.80600000001
house,Rio Grande do Sul,South,-30.006463,-51.1447531,161,108026.70000000001
apartment,Rio Grande do Sul,South,-30.007427,-51.153713,112,179662.98200000002
house,Rio Grande do Sul,South,-30.1622097,-51.1850867,76,59588.222
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,212,157105.296
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,54,61883.914000000004
apartment,Rio Grande do Sul,South,-29.763708,-51.155926,98,86825.196
apartment,Rio Grande do Sul,South,-30.030844,-51.234386,116,118178.314
apartment,Rio Grande do Sul,South,-30.041164,-51.198071,77,76729.24399999999
house,Rio Grande do Sul,South,-30.088015,-51.237003,100,98814.636
house,Rio Grande do Sul,South,-29.6927907,-53.7821632,221,141343.344
house,Rio Grande do Sul,South,-30.0260208,-51.1484338,194,137741.618
apartment,Rio Grande do Sul,South,-30.006578,-51.1507,69,85590.864
apartment,Rio Grande do Sul,South,-29.70682,-53.8195954,58,47910.126000000004
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,148,262494.79
apartment,Rio Grande do Sul,South,-29.7071394,-53.7173366,65,53898.89200000001
apartment,Rio Grande do Sul,South,-30.005852,-51.1311,94,81777.21800000001
apartment,Rio Grande do Sul,South,-30.031038,-51.217381,97,84042.35
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,76,85815.604
apartment,Rio Grande do Sul,South,-30.004568,-51.16246,90,159700.43000000002
apartment,Rio Grande do Sul,South,-30.045074,-51.136372,56,68490.94200000001
apartment,Rio Grande do Sul,South,-30.047504,-51.204636,90,105801.53000000001
apartment,Rio Grande do Sul,South,-29.7077193,-53.7310484,79,56537.334
apartment,Rio Grande do Sul,South,-30.048243,-51.205936,66,87835.232
apartment,Rio Grande do Sul,South,-29.33136,-49.803558,64,70671.672
house,Rio Grande do Sul,South,-30.1604881,-51.1810693,85,55895.144
apartment,Rio Grande do Sul,South,-30.105619,-51.242771,69,70671.672
house,Rio Grande do Sul,South,-30.004272,-51.145504,231,173024.58200000002
apartment,Rio Grande do Sul,South,-30.023867,-50.245049,124,103805.278
apartment,Rio Grande do Sul,South,-30.060946,-51.166382,67,55895.144
apartment,Rio Grande do Sul,South,-30.031038,-51.217381,163,125764.08200000001
house,Rio Grande do Sul,South,-30.161753,-51.161156,137,92825.872
apartment,Rio Grande do Sul,South,-30.081381,-51.205845,53,48460.574
apartment,Rio Grande do Sul,South,-30.039682,-51.219501,64,79758.03000000001
apartment,Rio Grande do Sul,South,-30.019091,-51.1663542,56,88036.71
house,Rio Grande do Sul,South,-29.8958873,-51.150844,113,78748.43000000001
apartment,Rio Grande do Sul,South,-30.050968,-51.202202,83,149719.146
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,59,85815.604
house,Rio Grande do Sul,South,-29.9786015,-51.1760304,161,139324.15800000002
apartment,Rio Grande do Sul,South,-30.019997,-51.170139,93,189644.25800000003
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,176,299438.3
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,85,179463.35600000003
apartment,Rio Grande do Sul,South,-30.0115122,-51.1416131,94,87632.87400000001
apartment,Rio Grande do Sul,South,-30.072315,-51.196423,61,91428.494
apartment,Rio Grande do Sul,South,-30.019669,-51.200359,236,200909.47
apartment,Rio Grande do Sul,South,-30.031361,-51.15786,89,158702.30000000002
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,143,282686.696
house,Rio Grande do Sul,South,-30.161716,-51.202991,151,86825.196
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,99,113786.554
apartment,Rio Grande do Sul,South,-30.0880832,-51.2378258,116,119775.318
apartment,Rio Grande do Sul,South,-30.006578,-51.1507,83,111055.48600000002
house,Rio Grande do Sul,South,-29.7064964,-52.3961932,144,139727.994
apartment,Rio Grande do Sul,South,-30.039379,-51.21991,64,60575.72
apartment,Rio Grande do Sul,South,-30.005852,-51.1311,74,110044.474
house,Rio Grande do Sul,South,-30.0753527,-51.0270004,100,49906.380000000005
apartment,Rio Grande do Sul,South,-29.975916,-51.193546,66,68652.478
apartment,Rio Grande do Sul,South,-30.060946,-51.166382,68,66633.292
apartment,Rio Grande do Sul,South,-30.0289739,-51.1994458,79,240283.692
house,Rio Grande do Sul,South,-29.14435,-51.536037,219,84806.00400000002
apartment,Rio Grande do Sul,South,-29.6993687,-53.8125363,120,102978.72200000001
house,Rio Grande do Sul,South,-30.084679,-51.202564,249,201919.064
apartment,Rio Grande do Sul,South,-30.105785,-51.250889,161,246745.102
house,Rio Grande do Sul,South,-30.1021135,-51.2520687,238,189644.25800000003
apartment,Rio Grande do Sul,South,-30.045778,-51.171303,80,97816.508
apartment,Rio Grande do Sul,South,-30.0448466,-51.191507,80,87834.79000000001
apartment,Rio Grande do Sul,South,-30.110956,-51.253216,109,158757.392
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,54,82844.596
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,89,64614.098
apartment,Rio Grande do Sul,South,-30.045439,-51.203999,104,112588.8
apartment,Rio Grande do Sul,South,-30.055332,-51.147655,67,59288.782
house,Rio Grande do Sul,South,-30.128086,-51.218689,204,159700.43000000002
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,224,277479.496
apartment,Rio Grande do Sul,South,-30.04974,-51.193836,67,100353.75200000001
apartment,Rio Grande do Sul,South,-30.019091,-51.1663542,93,153141.476
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,90,160698.55200000003
apartment,Rio Grande do Sul,South,-29.6892554,-53.8037749,115,95820.25400000002
apartment,Rio Grande do Sul,South,-30.038136,-51.188606,220,197629.28000000003
apartment,Rio Grande do Sul,South,-30.055977,-51.208221,91,138340.492
apartment,Rio Grande do Sul,South,-30.046982,-51.206821,66,135285.772
apartment,Rio Grande do Sul,South,-29.7001107,-53.8049833,72,59969.962
apartment,Rio Grande do Sul,South,-30.088015,-51.237003,58,49906.380000000005
apartment,Rio Grande do Sul,South,-30.056164,-51.191223,73,79850.214
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,184,286541.898
apartment,Rio Grande do Sul,South,-30.008984,-51.20121,62,86825.196
apartment,Rio Grande do Sul,South,-30.050968,-51.202202,79,116103.46000000002
apartment,Rio Grande do Sul,South,-30.023415,-51.20953,118,138739.748
apartment,Rio Grande do Sul,South,-29.6855627,-53.8010601,119,72690.864
apartment,Rio Grande do Sul,South,-30.041164,-51.198071,158,193842.304
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,249,237554.386
apartment,Rio Grande do Sul,South,-30.031609,-51.166382,162,157093.032
apartment,Rio Grande do Sul,South,-29.76737625,-51.12882614,61,52498.954000000005
house,Rio Grande do Sul,South,-30.1438956,-51.2161205,166,95221.38
house,Rio Grande do Sul,South,-29.997314,-51.120647,147,79650.584
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,91,70469.75
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,104,151439.296
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,59,54518.146
apartment,Rio Grande do Sul,South,-30.04974,-51.193836,71,78748.43000000001
apartment,Rio Grande do Sul,South,-30.0300876,-51.1794505,155,264503.832
apartment,Rio Grande do Sul,South,-29.76993268,-51.14685059,124,70671.672
house,Rio Grande do Sul,South,-29.7098528,-53.7280093,250,159516.06200000003
house,Rio Grande do Sul,South,-29.99527,-51.116348,156,129756.594
apartment,Rio Grande do Sul,South,-29.975916,-51.193546,68,94901.962
apartment,Rio Grande do Sul,South,-30.105785,-51.250889,145,232293.05200000003
house,Rio Grande do Sul,South,-30.034061,-51.135494,86,76729.24399999999
apartment,Rio Grande do Sul,South,-30.070068,-51.192532,61,54518.146
apartment,Rio Grande do Sul,South,-29.178246,-51.209484,101,89831.49
apartment,Rio Grande do Sul,South,-30.029697,-51.202991,87,71681.26400000001
house,Rio Grande do Sul,South,-30.022793,-51.144161,203,157704.17
apartment,Rio Grande do Sul,South,-30.071451,-51.206734,66,69868.932
house,Rio Grande do Sul,South,-30.055965,-51.203663,159,105801.53000000001
apartment,Rio Grande do Sul,South,-30.038923,-51.191185,94,125189.818
apartment,Rio Grande do Sul,South,-30.049339,-51.199142,57,78852.084
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,53,74911.972
apartment,Rio Grande do Sul,South,-29.6965406,-53.7993096,179,149823.946
apartment,Rio Grande do Sul,South,-29.6892764,-53.8086158,94,96921.148
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,58,68652.478
apartment,Rio Grande do Sul,South,-30.03548,-51.191505,84,178664.852
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,93,148208.594
apartment,Rio Grande do Sul,South,-30.025932,-51.197933,252,299438.3
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,105,127760.342
apartment,Rio Grande do Sul,South,-29.68342088,-53.80030144,98,67712.98000000001
house,Rio Grande do Sul,South,-30.054819,-51.192276,205,179662.98200000002
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,112,166987.07
apartment,Rio Grande do Sul,South,-30.014446,-51.187298,70,78748.43000000001
apartment,Rio Grande do Sul,South,-29.878993,-51.1701574,64,54639.296
apartment,Rio Grande do Sul,South,-30.040466,-51.182224,91,169282.45
apartment,Rio Grande do Sul,South,-29.17334316,-51.51515813,98,70651.482
apartment,Rio Grande do Sul,South,-29.6959483,-52.4429813,100,58556.526000000005
apartment,Rio Grande do Sul,South,-30.030588,-51.138939,69,64210.262
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,55,56537.334
apartment,Rio Grande do Sul,South,-30.024878,-51.204952,183,232206.92799999999
house,Rio Grande do Sul,South,-30.057297,-51.155926,248,323070.51
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,115,122362.95400000001
apartment,Rio Grande do Sul,South,-30.056608,-51.167461,70,77853.95400000001
apartment,Rio Grande do Sul,South,-29.6931845,-53.7833688,126,84840.848
apartment,Rio Grande do Sul,South,-30.088015,-51.237003,61,56893.274000000005
house,Rio Grande do Sul,South,-30.11858,-51.258995,135,92075.09000000001
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,75,51489.36
apartment,Rio Grande do Sul,South,-30.020584,-51.168861,125,157496.86800000002
apartment,Rio Grande do Sul,South,-29.6981928,-53.8114216,180,193842.304
house,Rio Grande do Sul,South,-29.7161372,-53.8022412,220,126805.17
apartment,Rio Grande do Sul,South,-30.015366,-51.193504,170,178724.02000000002
apartment,Rio Grande do Sul,South,-30.107187,-51.238651,56,96921.148
apartment,Rio Grande do Sul,South,-30.055332,-51.147655,66,67642.886
house,Rio Grande do Sul,South,-29.99527,-51.116348,142,135745.358
apartment,Rio Grande do Sul,South,-29.6987463,-53.8112023,87,91827.74200000001
apartment,Rio Grande do Sul,South,-30.1125,-51.24583,92,149719.146
apartment,Rio Grande do Sul,South,-30.006578,-51.1507,166,212015.02200000003
apartment,Rio Grande do Sul,South,-30.023405,-51.183788,92,199625.534
apartment,Rio Grande do Sul,South,-30.03059,-51.163441,107,173650.394
apartment,Rio Grande do Sul,South,-29.6946532,-53.8098144,172,165070.654
apartment,Rio Grande do Sul,South,-30.090624,-51.132404,55,57292.522
apartment,Rio Grande do Sul,South,-30.029697,-51.202991,104,200909.47
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,64,64614.098
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,73,92460.35600000001
apartment,Rio Grande do Sul,South,-30.040146,-51.176842,66,60373.798
apartment,Rio Grande do Sul,South,-30.02673,-51.191914,71,77853.95400000001
apartment,Rio Grande do Sul,South,-30.050913,-51.187576,70,88844.39000000001
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,116,131752.85400000002
apartment,Rio Grande do Sul,South,-29.815346,-50.070118,177,278648.31600000005
apartment,Rio Grande do Sul,South,-30.077112,-51.242191,73,48460.574
house,Rio Grande do Sul,South,-29.7767529,-51.1067147,196,78748.43000000001
apartment,Rio Grande do Sul,South,-30.055965,-51.203663,78,80848.338
house,Rio Grande do Sul,South,-30.00388,-51.162075,172,131247.392
apartment,Rio Grande do Sul,South,-30.034058,-51.188877,118,255520.684
apartment,Rio Grande do Sul,South,-29.6989074,-53.8021423,61,50277.846000000005
apartment,Rio Grande do Sul,South,-30.014988,-51.187004,73,78748.43000000001
apartment,Rio Grande do Sul,South,-30.100618,-51.249584,72,75113.888
apartment,Rio Grande do Sul,South,-30.090792,-51.223923,68,60575.72
apartment,Rio Grande do Sul,South,-30.035332,-51.135017,92,69868.932
apartment,Rio Grande do Sul,South,-29.6914534,-53.8109173,142,117113.06000000001
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,101,151439.296
apartment,Rio Grande do Sul,South,-30.0541827,-51.1629938,68,118577.564
apartment,Rio Grande do Sul,South,-30.0461859,-51.1710289,88,74508.13
house,Rio Grande do Sul,South,-30.1542886,-51.1667703,91,64614.098
house,Rio Grande do Sul,South,-30.185879,-51.153313,98,69270.058
apartment,Rio Grande do Sul,South,-30.021929,-51.191223,65,115782.80600000001
apartment,Rio Grande do Sul,South,-29.6845201,-53.8001302,144,151116.83200000002
house,Rio Grande do Sul,South,-30.1573173,-51.1817809,166,76729.24399999999
apartment,Rio Grande do Sul,South,-30.0247181,-51.1360951,144,90863.576
apartment,Rio Grande do Sul,South,-30.05345132,-51.20198937,78,125564.45800000001
apartment,Rio Grande do Sul,South,-30.023117,-51.216625,102,76855.826
apartment,Rio Grande do Sul,South,-30.050762,-51.191677,158,219588.086
house,Rio Grande do Sul,South,-30.144308,-51.208321,99,50277.846000000005
apartment,Rio Grande do Sul,South,-29.6852122,-53.8117241,102,64614.098
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,60,102201.12800000001
apartment,Rio Grande do Sul,South,-29.6879126,-53.8143681,122,79850.214
apartment,Rio Grande do Sul,South,-30.043938,-51.191223,132,330053.074
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,67,89853.982
apartment,Rio Grande do Sul,South,-29.975916,-51.193546,106,86667.294
apartment,Rio Grande do Sul,South,-29.6935552,-53.7976012,125,126199.41200000001
apartment,Rio Grande do Sul,South,-29.70224611,-53.71698081,167,169612.014
apartment,Rio Grande do Sul,South,-29.973013,-51.124569,59,103805.278
apartment,Rio Grande do Sul,South,-29.7034042,-53.72122868,90,67074.174
apartment,Rio Grande do Sul,South,-29.686794,-53.809334,100,115782.80600000001
apartment,Rio Grande do Sul,South,-29.70226464,-53.71710594,79,75496.32400000001
house,Rio Grande do Sul,South,-30.161753,-51.161156,130,92825.872
apartment,Rio Grande do Sul,South,-29.72452849,-52.42610203,90,68652.478
apartment,Rio Grande do Sul,South,-29.763708,-51.155926,159,169612.014
apartment,Rio Grande do Sul,South,-29.6878592,-53.8103244,80,70671.672
house,Rio Grande do Sul,South,-30.014015,-51.175533,170,184656.61000000002
apartment,Rio Grande do Sul,South,-30.05175,-51.182068,71,80565.702
house,Rio Grande do Sul,South,-30.147711,-51.216839,156,126961.83600000001
apartment,Rio Grande do Sul,South,-30.023874,-51.133713,141,119132.246
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,99,161131.412
apartment,Rio Grande do Sul,South,-30.022842,-51.193993,73,178698.374
apartment,Rio Grande do Sul,South,-29.7050721,-53.8160066,58,55931.576
apartment,Rio Grande do Sul,South,-29.975916,-51.193546,64,64614.098
apartment,Rio Grande do Sul,South,-30.104843,-51.248154,54,53699.266
apartment,Rio Grande do Sul,South,-29.920921,-51.171612,76,95820.25400000002
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,110,75857.702
house,Rio Grande do Sul,South,-30.128674,-51.234386,247,165689.19400000002
apartment,Rio Grande do Sul,South,-30.035622,-51.232117,54,66633.292
apartment,Rio Grande do Sul,South,-29.688366,-53.8202136,185,180717.566
apartment,Rio Grande do Sul,South,-30.0044809,-51.1567027,87,86825.196
apartment,Rio Grande do Sul,South,-29.6977831,-53.8034953,86,49906.380000000005
apartment,Rio Grande do Sul,South,-30.030418,-51.187057,211,321051.318
house,Rio Grande do Sul,South,-30.156887,-51.212734,128,76729.24399999999
house,Rio Grande do Sul,South,-30.002295,-51.123158,249,182238.904
house,Rio Grande do Sul,South,-30.006653,-51.108894,153,94901.962
house,Rio Grande do Sul,South,-29.924559,-51.182068,90,80767.62400000001
house,Rio Grande do Sul,South,-30.1563821,-51.2173338,103,111055.48600000002
house,Rio Grande do Sul,South,-30.150503,-51.213573,188,143333.966
apartment,Rio Grande do Sul,South,-33.692432,-53.462025,102,111390.444
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,85,177067.848
apartment,Rio Grande do Sul,South,-30.1566548,-51.2199962,68,54897.02
apartment,Rio Grande do Sul,South,-29.924559,-51.182068,79,79758.03000000001
apartment,Rio Grande do Sul,South,-29.6846114,-53.7994801,110,79758.03000000001
apartment,Rio Grande do Sul,South,-30.042521,-51.225136,66,95819.67800000001
apartment,Rio Grande do Sul,South,-30.039059,-51.19474,73,64614.098
apartment,Rio Grande do Sul,South,-30.032684,-51.198807,62,132558.13999999998
apartment,Rio Grande do Sul,South,-30.006578,-51.1507,69,78748.43000000001
house,Rio Grande do Sul,South,-30.033852,-51.133347,219,139238.71000000002
house,Rio Grande do Sul,South,-30.088015,-51.237003,145,141343.344
house,Rio Grande do Sul,South,-30.128674,-51.234386,248,111055.48600000002
house,Rio Grande do Sul,South,-30.057297,-51.155926,239,227173.86000000002
house,Rio Grande do Sul,South,-29.99622,-51.135017,249,199625.534
apartment,Rio Grande do Sul,South,-30.03809,-51.20953,77,64210.262
house,Rio Grande do Sul,South,-30.0755189,-51.201529,126,103805.278
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,83,139324.15800000002
apartment,Rio Grande do Sul,South,-30.046061,-51.225681,74,63880.168000000005
apartment,Rio Grande do Sul,South,-33.692432,-53.462025,144,164251.09
apartment,Rio Grande do Sul,South,-30.128086,-51.218689,80,47910.126000000004
apartment,Rio Grande do Sul,South,-30.050968,-51.202202,75,90863.576
apartment,Rio Grande do Sul,South,-30.0529215,-51.2257823,73,49906.380000000005
apartment,Rio Grande do Sul,South,-29.7037475,-53.7245823,65,54518.146
apartment,Rio Grande do Sul,South,-30.104361,-51.252487,128,142484.522
house,Rio Grande do Sul,South,-30.039631,-51.119343,171,109843.97200000001
house,Rio Grande do Sul,South,-30.084738,-51.192532,139,96921.148
house,Rio Grande do Sul,South,-30.161716,-51.202991,133,59887.65600000001
apartment,Rio Grande do Sul,South,-30.019569,-51.149391,118,83842.72
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,73,147722.894
apartment,Rio Grande do Sul,South,-30.034618,-51.19479,67,111055.48600000002
apartment,Rio Grande do Sul,South,-29.694073,-53.824963,106,47910.126000000004
apartment,Rio Grande do Sul,South,-30.034243,-51.192425,75,127209.01200000002
apartment,Rio Grande do Sul,South,-30.040466,-51.182224,91,173274.96200000003
apartment,Rio Grande do Sul,South,-30.023867,-50.245049,65,52900.762
apartment,Rio Grande do Sul,South,-30.0234109,-51.2030362,99,232206.92799999999
apartment,Rio Grande do Sul,South,-33.692432,-53.462025,63,74710.05200000001
apartment,Rio Grande do Sul,South,-30.039728,-51.18372,106,153458.49
apartment,Rio Grande do Sul,South,-30.120537,-51.225018,82,63081.668000000005
apartment,Rio Grande do Sul,South,-30.015261,-51.165073,108,165573.63400000002
apartment,Rio Grande do Sul,South,-30.05182386,-51.21848917,70,106600.03600000002
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,142,282686.696
apartment,Rio Grande do Sul,South,-29.9445059,-51.0006805,59,50479.76
apartment,Rio Grande do Sul,South,-30.031361,-51.15786,88,137342.368
apartment,Rio Grande do Sul,South,-30.128674,-51.234386,127,153711.65800000002
apartment,Rio Grande do Sul,South,-29.6920901,-53.7990948,64,62191.07
apartment,Rio Grande do Sul,South,-29.6999225,-53.719149,75,67428.31
apartment,Rio Grande do Sul,South,-30.068159,-51.229153,109,194634.89800000002
house,Rio Grande do Sul,South,-30.113283,-51.202099,74,60070.922
apartment,Rio Grande do Sul,South,-30.080242,-51.225227,109,74911.972
house,Rio Grande do Sul,South,-29.7842284,-51.1236787,101,74911.972
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,120,331378.38800000004
house,Rio Grande do Sul,South,-30.107187,-51.238651,90,66633.292
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,63,104638.51400000001
apartment,Rio Grande do Sul,South,-30.03059,-51.163441,111,157704.17
apartment,Rio Grande do Sul,South,-30.0315615,-51.2282472,75,61883.914000000004
house,Rio Grande do Sul,South,-30.094461,-51.221725,188,129000.57400000001
apartment,Rio Grande do Sul,South,-29.94697,-51.081474,90,61863.948000000004
apartment,Rio Grande do Sul,South,-30.031038,-51.217381,74,107420.944
apartment,Rio Grande do Sul,South,-30.048243,-51.205936,79,130237.79800000001
house,Rio Grande do Sul,South,-30.1357484,-51.2081171,106,78748.43000000001
house,Rio Grande do Sul,South,-30.021929,-51.191223,252,262494.79
house,Rio Grande do Sul,South,-29.94697,-51.081474,117,77738.838
apartment,Rio Grande do Sul,South,-30.110353,-51.223923,72,70671.672
apartment,Rio Grande do Sul,South,-30.057297,-51.155926,56,114922.62
house,Rio Grande do Sul,South,-30.158018,-51.1769476,54,56537.334
apartment,Rio Grande do Sul,South,-30.03285,-51.155926,76,96315.392
apartment,Rio Grande do Sul,South,-30.078106,-51.205128,81,115782.80600000001
apartment,Rio Grande do Sul,South,-30.033369,-51.159775,73,86825.196
house,Rio Grande do Sul,South,-30.185879,-51.153313,80,63880.168000000005
apartment,Rio Grande do Sul,South,-30.03689,-51.199066,68,82786.816
apartment,Rio Grande do Sul,South,-29.719157,-52.4222956,135,113841.966
apartment,Rio Grande do Sul,South,-29.7024038,-52.4273141,100,74089.35
apartment,Rio Grande do Sul,South,-30.014015,-51.175533,63,58889.532
house,Rio Grande do Sul,South,-30.161753,-51.161156,241,139324.15800000002
apartment,Rio Grande do Sul,South,-29.99622,-51.135017,65,109852.92800000001
apartment,Rio Grande do Sul,South,-30.032684,-51.198807,88,84806.00400000002
apartment,Rio Grande do Sul,South,-30.080242,-51.225227,84,48908.25
house,Rio Grande do Sul,South,-30.1615696,-51.2239125,101,78748.43000000001
apartment,Rio Grande do Sul,South,-30.032043,-51.178146,76,120949.518
house,Rio Grande do Sul,South,-30.1579846,-51.224612,90,64614.098
apartment,Rio Grande do Sul,South,-30.045778,-51.171303,63,89218.748
apartment,Rio Grande do Sul,South,-29.77426775,-51.15058422,101,97710.652
apartment,Rio Grande do Sul,South,-29.7037475,-53.7245823,68,56537.334
